state,sale_start,sale_end,sale_key,revenue
Nevada,2014-09-21,2014-09-24,5858,412.0
Texas,2014-10-30,2014-10-31,5859,1179.0
Illinois,2014-07-26,2014-07-28,5860,1470.0
Montana,2014-02-27,2014-02-28,5861,898.0
Missouri,2014-11-28,2014-11-28,5862,1193.0
Nevada,2014-01-28,2014-01-28,5863,540.0
Idaho,2014-10-31,2014-11-02,5864,1283.0
Georgia,2014-05-25,2014-05-28,5865,1302.0
Arkansas,2014-11-07,2014-11-10,5866,1121.0
New York,2014-02-04,2014-02-07,5867,752.0
Alaska,2014-08-05,2014-08-07,5868,638.0
Maine,2014-11-17,2014-11-17,5869,379.0
Iowa,2014-09-19,2014-09-22,5870,1156.0
Missouri,2014-06-03,2014-06-04,5871,1109.0
Arkansas,2014-08-24,2014-08-27,5872,1334.0
Iowa,2014-11-24,2014-11-25,5873,1055.0
Ohio,2014-08-06,2014-08-09,5874,652.0
Oklahoma,2014-02-02,2014-02-04,5875,597.0
Louisiana,2014-10-22,2014-10-24,5876,1248.0
Indiana,2014-04-24,2014-04-24,5877,598.0
Delaware,2014-08-30,2014-09-01,5878,826.0
Kansas,2014-05-31,2014-06-03,5879,1012.0
Oregon,2014-04-07,2014-04-07,5880,778.0
New York,2014-05-06,2014-05-06,5881,717.0
Mississippi,2014-02-08,2014-02-09,5882,740.0
Louisiana,2014-10-07,2014-10-07,5883,1423.0
Montana,2014-09-10,2014-09-13,5884,867.0
Missouri,2014-08-30,2014-08-31,5885,1034.0
New York,2014-10-05,2014-10-05,5886,721.0
Indiana,2014-01-30,2014-01-31,5887,539.0
Nevada,2014-02-13,2014-02-15,5888,431.0
Delaware,2014-09-06,2014-09-07,5889,853.0
Georgia,2014-07-06,2014-07-09,5890,1371.0
Arkansas,2014-11-10,2014-11-12,5891,1206.0
Delaware,2014-12-12,2014-12-13,5892,847.0
Kansas,2014-09-15,2014-09-16,5893,1144.0
Nebraska,2014-06-13,2014-06-15,5894,751.0
New Mexico,2014-05-26,2014-05-29,5895,1200.0
Texas,2014-12-15,2014-12-16,5896,1254.0
New Mexico,2014-06-24,2014-06-25,5897,1096.0
Indiana,2014-06-20,2014-06-23,5898,700.0
Texas,2014-07-13,2014-07-14,5899,1297.0
Ohio,2014-01-19,2014-01-22,5900,485.0
Louisiana,2014-05-10,2014-05-11,5901,1515.0
New Mexico,2014-09-02,2014-09-05,5902,1185.0
Texas,2014-12-20,2014-12-21,5903,999.0
Mississippi,2014-06-05,2014-06-05,5904,684.0
Mississippi,2014-04-05,2014-04-07,5905,441.0
New Mexico,2014-10-24,2014-10-24,5906,1131.0
Washington,2014-07-11,2014-07-12,5907,954.0
Maine,2014-06-27,2014-06-28,5908,340.0
Nebraska,2014-04-17,2014-04-20,5909,679.0
Louisiana,2014-12-24,2014-12-27,5910,1347.0
Delaware,2014-10-13,2014-10-16,5911,864.0
Montana,2014-12-19,2014-12-20,5912,801.0
Idaho,2014-07-21,2014-07-21,5913,1291.0
Texas,2014-12-26,2014-12-26,5914,1050.0
Idaho,2014-09-05,2014-09-05,5915,1281.0
Maine,2014-07-18,2014-07-19,5916,462.0
Illinois,2014-10-18,2014-10-21,5917,1378.0
Alaska,2014-07-18,2014-07-19,5918,644.0
Texas,2014-06-07,2014-06-09,5919,1237.0
Arkansas,2014-12-08,2014-12-11,5920,1055.0
Louisiana,2014-08-22,2014-08-23,5921,1224.0
Oklahoma,2014-03-04,2014-03-05,5922,562.0
Idaho,2014-11-13,2014-11-15,5923,1268.0
Arkansas,2014-12-01,2014-12-01,5924,1188.0
Indiana,2014-08-04,2014-08-06,5925,492.0
Delaware,2014-03-06,2014-03-06,5926,805.0
Delaware,2014-06-03,2014-06-05,5927,920.0
Montana,2014-08-30,2014-09-01,5928,987.0
Arkansas,2014-11-29,2014-12-02,5929,1218.0
Nevada,2014-03-22,2014-03-25,5930,583.0
Indiana,2014-03-31,2014-04-03,5931,524.0
Kansas,2014-10-28,2014-10-31,5932,1139.0
New Mexico,2014-11-25,2014-11-27,5933,1108.0
Nebraska,2014-01-04,2014-01-05,5934,835.0
Missouri,2014-12-06,2014-12-06,5935,1142.0
Delaware,2014-07-18,2014-07-19,5936,942.0
Delaware,2014-08-13,2014-08-14,5937,917.0
Montana,2014-11-18,2014-11-20,5938,678.0
Iowa,2014-06-29,2014-06-30,5939,1052.0
Washington,2014-09-14,2014-09-17,5940,997.0
Oklahoma,2014-01-04,2014-01-06,5941,500.0
New York,2014-01-14,2014-01-17,5942,844.0
New Mexico,2014-04-03,2014-04-03,5943,1254.0
Washington,2014-10-15,2014-10-16,5944,823.0
Oregon,2014-02-18,2014-02-20,5945,777.0
Louisiana,2014-07-27,2014-07-30,5946,1395.0
Alaska,2014-11-11,2014-11-11,5947,644.0
Delaware,2014-11-11,2014-11-14,5948,989.0
Maine,2014-03-23,2014-03-26,5949,465.0
Georgia,2014-10-12,2014-10-12,5950,1197.0
Kansas,2014-10-08,2014-10-09,5951,1251.0
Missouri,2014-05-05,2014-05-08,5952,1449.0
New York,2014-01-30,2014-01-30,5953,799.0
Idaho,2014-11-29,2014-12-01,5954,1319.0
Oklahoma,2014-07-12,2014-07-15,5955,528.0
Idaho,2014-11-17,2014-11-18,5956,1402.0
Missouri,2014-07-29,2014-08-01,5957,1065.0
New York,2014-07-20,2014-07-21,5958,710.0
Alaska,2014-02-28,2014-02-28,5959,823.0
Alaska,2014-05-17,2014-05-19,5960,712.0
Alaska,2014-03-25,2014-03-27,5961,603.0
Iowa,2014-08-25,2014-08-27,5962,1037.0
Louisiana,2014-12-05,2014-12-06,5963,1367.0
Washington,2014-10-08,2014-10-09,5964,878.0
Florida,2014-08-08,2014-08-09,5965,829.0
Nevada,2014-09-07,2014-09-08,5966,373.0
Alaska,2014-09-15,2014-09-18,5967,768.0
Indiana,2014-08-08,2014-08-09,5968,513.0
Arkansas,2014-06-24,2014-06-25,5969,1450.0
Texas,2014-06-16,2014-06-16,5970,1247.0
Washington,2014-11-05,2014-11-07,5971,930.0
Missouri,2014-07-06,2014-07-08,5972,1196.0
Oklahoma,2014-01-12,2014-01-13,5973,582.0
Alaska,2014-01-09,2014-01-09,5974,673.0
Kansas,2014-08-27,2014-08-30,5975,1090.0
Delaware,2014-12-18,2014-12-18,5976,699.0
Arkansas,2014-06-22,2014-06-24,5977,1410.0
Nevada,2014-06-25,2014-06-26,5978,588.0
New Mexico,2014-08-26,2014-08-27,5979,1283.0
Delaware,2014-05-10,2014-05-11,5980,1000.0
Oregon,2014-06-06,2014-06-08,5981,769.0
Idaho,2014-09-02,2014-09-04,5982,1393.0
Kansas,2014-05-07,2014-05-10,5983,1239.0
Oklahoma,2014-02-13,2014-02-14,5984,466.0
Nevada,2014-09-25,2014-09-26,5985,418.0
Nebraska,2014-03-14,2014-03-14,5986,794.0
New Mexico,2014-12-03,2014-12-05,5987,975.0
New Mexico,2014-11-04,2014-11-06,5988,1106.0
New York,2014-05-10,2014-05-11,5989,822.0
Illinois,2014-12-08,2014-12-10,5990,1300.0
Illinois,2014-04-24,2014-04-24,5991,1396.0
Alaska,2014-06-21,2014-06-21,5992,734.0
Missouri,2014-09-11,2014-09-12,5993,1038.0
New Mexico,2014-09-17,2014-09-20,5994,1152.0
New Mexico,2014-07-30,2014-07-31,5995,1034.0
New Mexico,2014-08-23,2014-08-26,5996,1173.0
Mississippi,2014-08-31,2014-09-02,5997,610.0
Maine,2014-01-22,2014-01-22,5998,461.0
Oregon,2014-08-25,2014-08-28,5999,688.0
Delaware,2014-08-26,2014-08-27,6000,818.0
Florida,2014-08-16,2014-08-16,6001,1017.0
Kansas,2014-10-01,2014-10-04,6002,1180.0
Illinois,2014-03-12,2014-03-14,6003,1604.0
Alaska,2014-01-30,2014-01-30,6004,647.0
Idaho,2014-05-20,2014-05-21,6005,1406.0
Mississippi,2014-08-28,2014-08-30,6006,538.0
Florida,2014-07-13,2014-07-14,6007,902.0
Oregon,2014-07-28,2014-07-29,6008,617.0
Ohio,2014-02-13,2014-02-14,6009,569.0
Alaska,2014-03-21,2014-03-23,6010,766.0
Kansas,2014-05-27,2014-05-27,6011,1390.0
Kansas,2014-12-07,2014-12-09,6012,1051.0
Iowa,2014-08-03,2014-08-04,6013,1185.0
Florida,2014-11-19,2014-11-19,6014,845.0
Texas,2014-09-28,2014-09-30,6015,1197.0
Oklahoma,2014-06-27,2014-06-28,6016,410.0
Kansas,2014-08-29,2014-08-30,6017,1137.0
Louisiana,2014-12-02,2014-12-04,6018,1475.0
Arkansas,2014-08-12,2014-08-14,6019,1538.0
Nebraska,2014-05-28,2014-05-28,6020,695.0
Ohio,2014-02-17,2014-02-19,6021,827.0
Kansas,2014-11-03,2014-11-06,6022,1065.0
Ohio,2014-01-08,2014-01-10,6023,599.0
Georgia,2014-09-30,2014-10-02,6024,1055.0
Georgia,2014-12-22,2014-12-24,6025,1196.0
Georgia,2014-07-18,2014-07-21,6026,1230.0
Oregon,2014-02-24,2014-02-24,6027,740.0
Iowa,2014-12-05,2014-12-08,6028,1237.0
Florida,2014-12-05,2014-12-07,6029,824.0
California,2014-05-05,2014-05-06,6030,593.0
Kansas,2014-10-23,2014-10-26,6031,1048.0
New York,2014-06-16,2014-06-18,6032,670.0
Alaska,2014-02-15,2014-02-16,6033,727.0
Oregon,2014-04-27,2014-04-29,6034,740.0
Kansas,2014-10-19,2014-10-19,6035,1220.0
Oklahoma,2014-07-22,2014-07-23,6036,552.0
Alaska,2014-04-19,2014-04-19,6037,685.0
Washington,2014-06-12,2014-06-12,6038,886.0
Iowa,2014-07-30,2014-08-01,6039,1279.0
California,2014-11-21,2014-11-21,6040,539.0
Washington,2014-07-24,2014-07-26,6041,956.0
Delaware,2014-11-26,2014-11-27,6042,717.0
Oregon,2014-04-17,2014-04-18,6043,902.0
Arkansas,2014-08-25,2014-08-28,6044,1323.0
Indiana,2014-06-27,2014-06-30,6045,575.0
Louisiana,2014-05-06,2014-05-09,6046,1475.0
Idaho,2014-11-15,2014-11-16,6047,1225.0
Oklahoma,2014-06-01,2014-06-02,6048,543.0
Montana,2014-12-08,2014-12-09,6049,765.0
Mississippi,2014-01-07,2014-01-10,6050,655.0
Montana,2014-12-23,2014-12-26,6051,770.0
California,2014-01-16,2014-01-19,6052,666.0
Ohio,2014-06-28,2014-06-28,6053,612.0
Georgia,2014-10-12,2014-10-15,6054,1344.0
Ohio,2014-01-13,2014-01-16,6055,747.0
Florida,2014-11-05,2014-11-08,6056,881.0
Iowa,2014-05-30,2014-05-31,6057,936.0
New York,2014-01-13,2014-01-14,6058,688.0
Oregon,2014-01-04,2014-01-06,6059,835.0
Oregon,2014-04-26,2014-04-27,6060,739.0
Montana,2014-11-29,2014-12-02,6061,711.0
Mississippi,2014-04-22,2014-04-22,6062,698.0
Idaho,2014-12-17,2014-12-18,6063,1170.0
New Mexico,2014-12-13,2014-12-15,6064,1150.0
Washington,2014-08-18,2014-08-18,6065,873.0
New Mexico,2014-08-13,2014-08-15,6066,1068.0
Kansas,2014-06-18,2014-06-19,6067,1158.0
Texas,2014-10-09,2014-10-10,6068,1249.0
Kansas,2014-11-15,2014-11-15,6069,1102.0
Montana,2014-10-19,2014-10-19,6070,830.0
Arkansas,2014-09-03,2014-09-03,6071,1239.0
Oklahoma,2014-07-29,2014-07-31,6072,447.0
Maine,2014-08-12,2014-08-12,6073,318.0
New Mexico,2014-11-27,2014-11-28,6074,1051.0
Idaho,2014-11-29,2014-12-01,6075,1335.0
Florida,2014-07-03,2014-07-04,6076,754.0
New York,2014-07-15,2014-07-17,6077,727.0
Indiana,2014-04-04,2014-04-06,6078,453.0
Maine,2014-05-16,2014-05-19,6079,433.0
Louisiana,2014-10-29,2014-10-31,6080,1408.0
Illinois,2014-05-07,2014-05-07,6081,1376.0
Louisiana,2014-06-25,2014-06-28,6082,1528.0
Oregon,2014-08-03,2014-08-06,6083,616.0
Kansas,2014-12-26,2014-12-27,6084,1076.0
Texas,2014-11-14,2014-11-16,6085,1289.0
Montana,2014-12-03,2014-12-03,6086,755.0
Mississippi,2014-05-29,2014-05-30,6087,583.0
Florida,2014-08-09,2014-08-11,6088,929.0
Georgia,2014-08-17,2014-08-20,6089,1298.0
Maine,2014-12-22,2014-12-22,6090,281.0
New York,2014-06-07,2014-06-07,6091,641.0
Delaware,2014-07-17,2014-07-18,6092,1115.0
Iowa,2014-11-22,2014-11-24,6093,926.0
Nebraska,2014-03-30,2014-03-31,6094,646.0
Louisiana,2014-08-12,2014-08-14,6095,1365.0
Indiana,2014-08-23,2014-08-25,6096,560.0
Ohio,2014-11-07,2014-11-07,6097,465.0
Oregon,2014-08-31,2014-09-01,6098,723.0
Iowa,2014-12-14,2014-12-17,6099,1188.0
California,2014-06-07,2014-06-08,6100,540.0
Montana,2014-09-10,2014-09-11,6101,766.0
Kansas,2014-11-10,2014-11-13,6102,1095.0
Delaware,2014-05-25,2014-05-26,6103,814.0
Oregon,2014-01-21,2014-01-21,6104,826.0
Illinois,2014-12-23,2014-12-26,6105,1331.0
Nebraska,2014-12-03,2014-12-06,6106,656.0
Illinois,2014-09-15,2014-09-16,6107,1404.0
Ohio,2014-05-30,2014-06-01,6108,612.0
Alaska,2014-05-31,2014-06-01,6109,778.0
Georgia,2014-06-08,2014-06-11,6110,1268.0
Kansas,2014-10-31,2014-10-31,6111,1033.0
Ohio,2014-05-21,2014-05-21,6112,495.0
Indiana,2014-03-08,2014-03-08,6113,492.0
Washington,2014-12-21,2014-12-23,6114,838.0
Missouri,2014-09-05,2014-09-07,6115,1099.0
Nebraska,2014-01-10,2014-01-13,6116,859.0
California,2014-08-14,2014-08-14,6117,572.0
California,2014-07-18,2014-07-20,6118,649.0
Mississippi,2014-06-05,2014-06-08,6119,600.0
Texas,2014-06-16,2014-06-18,6120,1283.0
Oregon,2014-12-15,2014-12-16,6121,683.0
Nevada,2014-09-24,2014-09-25,6122,474.0
Oregon,2014-04-07,2014-04-07,6123,889.0
Kansas,2014-10-31,2014-11-02,6124,1042.0
Nebraska,2014-01-18,2014-01-19,6125,811.0
Oregon,2014-02-14,2014-02-14,6126,660.0
Illinois,2014-03-05,2014-03-05,6127,1347.0
Montana,2014-06-07,2014-06-07,6128,891.0
Kansas,2014-05-28,2014-05-28,6129,1072.0
Arkansas,2014-08-01,2014-08-02,6130,1151.0
Arkansas,2014-10-16,2014-10-16,6131,1063.0
Idaho,2014-01-26,2014-01-28,6132,1498.0
Georgia,2014-07-05,2014-07-06,6133,1231.0
Maine,2014-05-13,2014-05-16,6134,357.0
Delaware,2014-06-17,2014-06-17,6135,1033.0
Missouri,2014-09-17,2014-09-20,6136,1223.0
Mississippi,2014-01-09,2014-01-12,6137,648.0
Maine,2014-07-06,2014-07-09,6138,425.0
Ohio,2014-02-24,2014-02-24,6139,501.0
Nebraska,2014-03-07,2014-03-07,6140,653.0
California,2014-01-28,2014-01-29,6141,545.0
Texas,2014-11-27,2014-11-30,6142,1135.0
Georgia,2014-09-12,2014-09-15,6143,1121.0
Nebraska,2014-03-25,2014-03-27,6144,680.0
Iowa,2014-05-08,2014-05-09,6145,1203.0
Florida,2014-12-07,2014-12-10,6146,1007.0
Montana,2014-10-26,2014-10-29,6147,773.0
Texas,2014-10-19,2014-10-22,6148,1254.0
Nebraska,2014-03-16,2014-03-19,6149,768.0
Illinois,2014-08-21,2014-08-23,6150,1492.0
Nebraska,2014-06-24,2014-06-26,6151,748.0
Oregon,2014-11-18,2014-11-19,6152,799.0
Texas,2014-10-22,2014-10-22,6153,1264.0
Texas,2014-11-07,2014-11-10,6154,1213.0
Missouri,2014-12-21,2014-12-21,6155,1152.0
Oregon,2014-02-19,2014-02-22,6156,849.0
Iowa,2014-08-08,2014-08-11,6157,1169.0
Oregon,2014-01-27,2014-01-29,6158,555.0
Maine,2014-06-02,2014-06-05,6159,229.0
Arkansas,2014-11-18,2014-11-19,6160,1191.0
Montana,2014-12-01,2014-12-01,6161,906.0
Nevada,2014-10-11,2014-10-14,6162,458.0
Oregon,2014-06-08,2014-06-09,6163,734.0
New York,2014-05-14,2014-05-14,6164,608.0
Alaska,2014-08-16,2014-08-18,6165,614.0
Missouri,2014-11-10,2014-11-12,6166,1258.0
Oregon,2014-07-01,2014-07-02,6167,564.0
Ohio,2014-08-23,2014-08-23,6168,626.0
Illinois,2014-07-22,2014-07-25,6169,1230.0
Nevada,2014-04-10,2014-04-11,6170,618.0
Ohio,2014-07-03,2014-07-05,6171,786.0
Delaware,2014-09-23,2014-09-24,6172,808.0
Kansas,2014-08-27,2014-08-30,6173,1023.0
Idaho,2014-10-04,2014-10-07,6174,1347.0
Ohio,2014-01-19,2014-01-20,6175,811.0
New York,2014-09-06,2014-09-06,6176,769.0
Nevada,2014-07-21,2014-07-24,6177,398.0
Maine,2014-06-03,2014-06-06,6178,480.0
Ohio,2014-09-05,2014-09-05,6179,711.0
Kansas,2014-10-29,2014-10-29,6180,1198.0
Texas,2014-12-02,2014-12-05,6181,1135.0
Georgia,2014-12-14,2014-12-15,6182,1219.0
Oklahoma,2014-10-01,2014-10-03,6183,388.0
Maine,2014-06-16,2014-06-17,6184,358.0
Alaska,2014-09-01,2014-09-01,6185,449.0
Alaska,2014-03-13,2014-03-13,6186,715.0
California,2014-08-30,2014-09-02,6187,621.0
Oregon,2014-02-18,2014-02-19,6188,787.0
Florida,2014-12-21,2014-12-21,6189,798.0
Indiana,2014-07-19,2014-07-20,6190,582.0
Kansas,2014-10-11,2014-10-12,6191,1240.0
Delaware,2014-05-24,2014-05-26,6192,1011.0
California,2014-02-08,2014-02-08,6193,732.0
Oregon,2014-01-27,2014-01-30,6194,782.0
Arkansas,2014-11-16,2014-11-18,6195,1180.0
Iowa,2014-12-20,2014-12-21,6196,1090.0
Arkansas,2014-12-25,2014-12-25,6197,1089.0
Kansas,2014-10-16,2014-10-19,6198,1031.0
Delaware,2014-08-19,2014-08-21,6199,841.0
Idaho,2014-10-01,2014-10-03,6200,1298.0
Idaho,2014-06-22,2014-06-22,6201,1372.0
Montana,2014-08-11,2014-08-14,6202,771.0
Georgia,2014-08-17,2014-08-20,6203,1257.0
Kansas,2014-10-07,2014-10-10,6204,1100.0
Arkansas,2014-12-06,2014-12-08,6205,1234.0
Oregon,2014-09-30,2014-10-01,6206,705.0
Nevada,2014-06-01,2014-06-02,6207,425.0
Maine,2014-01-07,2014-01-07,6208,382.0
Louisiana,2014-11-20,2014-11-21,6209,1433.0
Texas,2014-07-11,2014-07-14,6210,1277.0
Missouri,2014-09-20,2014-09-22,6211,1226.0
Arkansas,2014-06-23,2014-06-23,6212,1308.0
Missouri,2014-11-30,2014-12-01,6213,949.0
Maine,2014-01-08,2014-01-08,6214,338.0
Florida,2014-08-14,2014-08-17,6215,845.0
Washington,2014-08-16,2014-08-17,6216,961.0
Arkansas,2014-05-16,2014-05-18,6217,1408.0
Ohio,2014-02-25,2014-02-26,6218,532.0
Texas,2014-05-10,2014-05-13,6219,1351.0
Oregon,2014-07-22,2014-07-24,6220,730.0
Mississippi,2014-01-24,2014-01-24,6221,750.0
Ohio,2014-04-12,2014-04-13,6222,780.0
Washington,2014-11-17,2014-11-17,6223,760.0
Illinois,2014-11-08,2014-11-10,6224,1419.0
Nebraska,2014-05-24,2014-05-24,6225,698.0
Kansas,2014-12-08,2014-12-11,6226,1033.0
Alaska,2014-12-11,2014-12-12,6227,612.0
Alaska,2014-06-05,2014-06-06,6228,611.0
Nebraska,2014-03-24,2014-03-25,6229,794.0
Florida,2014-03-09,2014-03-10,6230,939.0
Iowa,2014-08-09,2014-08-10,6231,1252.0
Indiana,2014-05-17,2014-05-18,6232,457.0
Nevada,2014-11-15,2014-11-18,6233,436.0
New York,2014-01-12,2014-01-14,6234,742.0
Alaska,2014-05-27,2014-05-30,6235,626.0
Oklahoma,2014-04-07,2014-04-07,6236,664.0
Georgia,2014-05-17,2014-05-20,6237,1284.0
Alaska,2014-01-05,2014-01-06,6238,775.0
Nebraska,2014-01-09,2014-01-12,6239,648.0
Kansas,2014-05-04,2014-05-05,6240,1168.0
New York,2014-08-12,2014-08-12,6241,736.0
Ohio,2014-09-07,2014-09-07,6242,640.0
Ohio,2014-07-10,2014-07-13,6243,678.0
New York,2014-01-05,2014-01-05,6244,786.0
Indiana,2014-03-22,2014-03-22,6245,565.0
Oregon,2014-01-19,2014-01-19,6246,854.0
Mississippi,2014-06-27,2014-06-28,6247,732.0
Oklahoma,2014-12-05,2014-12-07,6248,540.0
Texas,2014-09-19,2014-09-19,6249,1281.0
New Mexico,2014-09-05,2014-09-07,6250,1118.0
Louisiana,2014-04-07,2014-04-07,6251,1765.0
Idaho,2014-08-06,2014-08-07,6252,1333.0
Mississippi,2014-09-29,2014-09-30,6253,781.0
Oklahoma,2014-06-17,2014-06-20,6254,527.0
Ohio,2014-04-14,2014-04-17,6255,789.0
Maine,2014-01-07,2014-01-09,6256,271.0
Alaska,2014-04-19,2014-04-19,6257,437.0
Alaska,2014-01-20,2014-01-23,6258,681.0
Nevada,2014-03-29,2014-03-31,6259,495.0
Illinois,2014-12-02,2014-12-02,6260,1371.0
Illinois,2014-05-13,2014-05-14,6261,1637.0
Missouri,2014-08-12,2014-08-15,6262,1130.0
Delaware,2014-12-20,2014-12-20,6263,683.0
Indiana,2014-05-09,2014-05-10,6264,500.0
Missouri,2014-07-02,2014-07-05,6265,1116.0
Mississippi,2014-06-01,2014-06-02,6266,711.0
Idaho,2014-08-03,2014-08-04,6267,1403.0
New York,2014-04-09,2014-04-10,6268,776.0
Oregon,2014-11-06,2014-11-06,6269,691.0
Louisiana,2014-08-07,2014-08-07,6270,1451.0
Arkansas,2014-10-29,2014-10-31,6271,1234.0
Nebraska,2014-07-02,2014-07-04,6272,733.0
Delaware,2014-07-10,2014-07-13,6273,1054.0
Ohio,2014-05-09,2014-05-09,6274,462.0
Montana,2014-10-16,2014-10-19,6275,803.0
Indiana,2014-11-01,2014-11-03,6276,594.0
Mississippi,2014-01-27,2014-01-30,6277,804.0
Nebraska,2014-04-05,2014-04-06,6278,589.0
New York,2014-06-12,2014-06-15,6279,805.0
Oregon,2014-01-28,2014-01-29,6280,823.0
Illinois,2014-07-15,2014-07-15,6281,1478.0
Florida,2014-12-22,2014-12-24,6282,1021.0
Indiana,2014-02-28,2014-03-03,6283,548.0
Texas,2014-05-04,2014-05-04,6284,1424.0
Georgia,2014-12-23,2014-12-26,6285,1091.0
Maine,2014-07-13,2014-07-14,6286,283.0
Nevada,2014-11-08,2014-11-11,6287,684.0
New York,2014-05-28,2014-05-31,6288,779.0
Oklahoma,2014-04-13,2014-04-15,6289,595.0
Indiana,2014-02-24,2014-02-27,6290,612.0
Oregon,2014-01-20,2014-01-22,6291,830.0
Illinois,2014-12-15,2014-12-16,6292,1379.0
Georgia,2014-12-16,2014-12-17,6293,1207.0
Texas,2014-10-08,2014-10-11,6294,1254.0
Indiana,2014-04-23,2014-04-23,6295,670.0
Kansas,2014-10-18,2014-10-21,6296,1156.0
Oregon,2014-10-07,2014-10-10,6297,786.0
New York,2014-01-20,2014-01-23,6298,754.0
Washington,2014-08-18,2014-08-18,6299,898.0
Montana,2014-07-19,2014-07-22,6300,848.0
Florida,2014-02-18,2014-02-19,6301,888.0
California,2014-02-28,2014-03-03,6302,718.0
Illinois,2014-11-14,2014-11-15,6303,1336.0
Oregon,2014-04-20,2014-04-22,6304,685.0
Mississippi,2014-08-07,2014-08-08,6305,622.0
Nebraska,2014-01-21,2014-01-21,6306,724.0
Georgia,2014-10-16,2014-10-19,6307,1237.0
Missouri,2014-08-25,2014-08-26,6308,1057.0
Ohio,2014-06-13,2014-06-16,6309,696.0
Ohio,2014-07-08,2014-07-08,6310,510.0
Illinois,2014-06-19,2014-06-19,6311,1413.0
Maine,2014-04-03,2014-04-04,6312,450.0
Mississippi,2014-01-17,2014-01-18,6313,754.0
Delaware,2014-05-15,2014-05-18,6314,908.0
Illinois,2014-11-11,2014-11-14,6315,1297.0
Ohio,2014-06-01,2014-06-04,6316,545.0
Washington,2014-01-16,2014-01-19,6317,1106.0
New York,2014-04-17,2014-04-18,6318,790.0
Oklahoma,2014-08-05,2014-08-07,6319,603.0
Nevada,2014-06-14,2014-06-16,6320,535.0
Mississippi,2014-01-19,2014-01-21,6321,653.0
Iowa,2014-07-13,2014-07-13,6322,1201.0
Florida,2014-12-13,2014-12-16,6323,882.0
New York,2014-01-19,2014-01-21,6324,685.0
Nebraska,2014-06-05,2014-06-05,6325,660.0
Texas,2014-09-29,2014-09-29,6326,1105.0
New York,2014-07-22,2014-07-24,6327,638.0
Louisiana,2014-11-14,2014-11-16,6328,1499.0
Mississippi,2014-01-02,2014-01-03,6329,570.0
Nebraska,2014-03-19,2014-03-22,6330,670.0
Maine,2014-10-14,2014-10-16,6331,374.0
Alaska,2014-07-20,2014-07-21,6332,489.0
Oklahoma,2014-03-19,2014-03-21,6333,693.0
Alaska,2014-02-22,2014-02-24,6334,608.0
California,2014-02-25,2014-02-28,6335,583.0
Mississippi,2014-08-15,2014-08-16,6336,447.0
Mississippi,2014-02-13,2014-02-16,6337,766.0
Ohio,2014-06-13,2014-06-16,6338,468.0
Maine,2014-01-09,2014-01-12,6339,414.0
California,2014-07-09,2014-07-10,6340,745.0
New York,2014-01-28,2014-01-30,6341,814.0
Montana,2014-06-24,2014-06-27,6342,853.0
Nevada,2014-02-14,2014-02-17,6343,331.0
Alaska,2014-05-27,2014-05-29,6344,811.0
New York,2014-04-28,2014-05-01,6345,583.0
Florida,2014-11-19,2014-11-21,6346,789.0
Ohio,2014-03-04,2014-03-04,6347,661.0
Georgia,2014-09-15,2014-09-16,6348,1326.0
Kansas,2014-12-06,2014-12-08,6349,1206.0
Illinois,2014-11-09,2014-11-09,6350,1344.0
Missouri,2014-08-17,2014-08-17,6351,1235.0
Texas,2014-12-26,2014-12-29,6352,1251.0
Iowa,2014-04-18,2014-04-21,6353,1312.0
Illinois,2014-07-13,2014-07-13,6354,1430.0
New York,2014-03-07,2014-03-08,6355,707.0
Missouri,2014-08-18,2014-08-20,6356,1131.0
Louisiana,2014-11-29,2014-12-02,6357,1340.0
Ohio,2014-09-18,2014-09-21,6358,629.0
Idaho,2014-06-26,2014-06-27,6359,1287.0
Indiana,2014-07-11,2014-07-12,6360,599.0
New York,2014-08-24,2014-08-27,6361,710.0
Delaware,2014-07-19,2014-07-19,6362,916.0
Oregon,2014-05-15,2014-05-18,6363,771.0
Idaho,2014-12-13,2014-12-13,6364,1197.0
Louisiana,2014-12-23,2014-12-23,6365,1270.0
New York,2014-01-25,2014-01-27,6366,616.0
Missouri,2014-12-20,2014-12-23,6367,1192.0
Washington,2014-01-19,2014-01-19,6368,936.0
Nevada,2014-01-29,2014-01-29,6369,617.0
Florida,2014-10-17,2014-10-19,6370,869.0
Kansas,2014-11-01,2014-11-02,6371,1194.0
Oklahoma,2014-12-08,2014-12-08,6372,616.0
Arkansas,2014-10-09,2014-10-11,6373,1153.0
California,2014-01-19,2014-01-22,6374,690.0
Maine,2014-02-23,2014-02-26,6375,500.0
Nevada,2014-07-03,2014-07-04,6376,795.0
Georgia,2014-11-28,2014-11-29,6377,1097.0
Mississippi,2014-12-07,2014-12-10,6378,642.0
Washington,2014-11-19,2014-11-21,6379,758.0
Kansas,2014-08-21,2014-08-23,6380,1092.0
Washington,2014-11-15,2014-11-15,6381,844.0
Illinois,2014-09-10,2014-09-10,6382,1301.0
Maine,2014-08-17,2014-08-18,6383,268.0
Illinois,2014-11-05,2014-11-06,6384,1412.0
Nebraska,2014-08-13,2014-08-16,6385,716.0
Louisiana,2014-08-28,2014-08-31,6386,1378.0
Texas,2014-04-26,2014-04-28,6387,1470.0
Louisiana,2014-08-20,2014-08-20,6388,1407.0
